cod_comuna,ag,cod_barrio,barrio,formalidad,ue026a1_nu,ciiu_2,label_ciiu2,ciiu_3,label_ciiu3,ciiu_4,label_ciiu4,x,y
17,852778,329,URBANIZACION CIUDAD JARDIN,Formal,2,19,Curtido y preparado de cueros,193,"Fabricación de artículos de viaje, bolsos de mano, y artículos similares; fabricación de artículos de talabartería y guarnicionería",1939,"Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados con materiales ncp",1060513.19,863780.585
22,852782,329,URBANIZACION CIUDAD JARDIN,Formal,1,15,Elaboracion de productos alimenticios y de bebidas,151,"Producción, transformación y conservación de carne y pescado",1511,"Producción, transformación y conservación de carne y derivados cárnicos",1060627.355,862880.4027
17,852782,329,URBANIZACION CIUDAD JARDIN,Formal,1,15,Elaboracion de productos alimenticios y de bebidas,151,"Producción, transformación y conservación de carne y pescado",1511,"Producción, transformación y conservación de carne y derivados cárnicos",1060807.734,862670.7435
22,852782,329,URBANIZACION CIUDAD JARDIN,Formal,1,27,Fabricacion de productos metalurgicos basicos,273,Fundición de metales,2732,Fundición de metales no ferrosos,1060691.302,862730.3658
17,852782,329,URBANIZACION CIUDAD JARDIN,Formal,1,27,Fabricacion de productos metalurgicos basicos,273,Fundición de metales,2732,Fundición de metales no ferrosos,1060793.728,862921.9753
22,852782,329,URBANIZACION CIUDAD JARDIN,Formal,1,15,Elaboracion de productos alimenticios y de bebidas,151,"Producción, transformación y conservación de carne y pescado",1511,"Producción, transformación y conservación de carne y derivados cárnicos",1060686.878,862568.083
17,852782,329,URBANIZACION CIUDAD JARDIN,Formal,1,15,Elaboracion de productos alimenticios y de bebidas,151,"Producción, transformación y conservación de carne y pescado",1511,"Producción, transformación y conservación de carne y derivados cárnicos",1060798.837,862566.3542
17,852785,329,URBANIZACION CIUDAD JARDIN,Formal,9,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1060578.22,863804.3129
22,852785,329,URBANIZACION CIUDAD JARDIN,Formal,9,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1060547.243,863763.0104
17,852787,318,UNICENTRO CALI,Formal,4,22,Actividades de edicion e impresion y de reproduccion de grabaciones,223,Actividades de servicios relacionadas con las de impresión,2234,Acabado o recubrimiento,1059751.646,864685.3677
22,852787,318,UNICENTRO CALI,Formal,4,22,Actividades de edicion e impresion y de reproduccion de grabaciones,223,Actividades de servicios relacionadas con las de impresión,2234,Acabado o recubrimiento,1059702.168,864658.7373
17,852787,318,UNICENTRO CALI,Formal,5,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1059746.761,864668.7159
17,852787,318,UNICENTRO CALI,Formal,5,33,"Fabricacion de instrumentos medicos, opticos y de precision y fabricacion de relojes",333,Fabricación de relojes,3320,Fabricación de instrumentos ópticos y de equipo fotográfico,1059727.974,864655.1272
22,852787,318,UNICENTRO CALI,Formal,3,22,Actividades de edicion e impresion y de reproduccion de grabaciones,223,Actividades de servicios relacionadas con las de impresión,2233,Encuadernación,1059725.263,864638.0616
17,852787,318,UNICENTRO CALI,Formal,1,15,Elaboracion de productos alimenticios y de bebidas,158,Elaboración de otros productos alimenticios,1581,"Elaboración de cacao, chocolate y productos  de confitería",1059818.725,864651.7924
17,852787,318,UNICENTRO CALI,Formal,3,33,"Fabricacion de instrumentos medicos, opticos y de precision y fabricacion de relojes",333,Fabricación de relojes,3311,Fabricación de equipo médico y quirúrgico y de aparatos ortésicos y protésicos.,1059792.59,864649.6784
22,852787,318,UNICENTRO CALI,Formal,13,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1059862.705,864621.0296
22,852787,318,UNICENTRO CALI,Formal,1,22,Actividades de edicion e impresion y de reproduccion de grabaciones,221,Actividades de edición,2219,Otros trabajos de edición,1059764.823,864609.6646
17,852787,318,UNICENTRO CALI,Formal,3,22,Actividades de edicion e impresion y de reproduccion de grabaciones,223,Actividades de servicios relacionadas con las de impresión,2233,Encuadernación,1059891.685,864604.0547
22,852787,318,UNICENTRO CALI,Formal,7,24,Fabricacion de sustancias y productos quimicos,242,Fabricación de otros productos químicos,2423,"Fabricación de productos, farmacéuticos, sustancias químicas medicinales y productos botánicos.",1059912.988,864609.6552
22,852787,318,UNICENTRO CALI,Formal,7,24,Fabricacion de sustancias y productos quimicos,242,Fabricación de otros productos químicos,2429,Fabricación de otros productos químicos  ncp,1059734.206,864610.5601
22,852787,318,UNICENTRO CALI,Formal,3,33,"Fabricacion de instrumentos medicos, opticos y de precision y fabricacion de relojes",333,Fabricación de relojes,3311,Fabricación de equipo médico y quirúrgico y de aparatos ortésicos y protésicos.,1059942.093,864595.0701
17,852787,318,UNICENTRO CALI,Formal,7,24,Fabricacion de sustancias y productos quimicos,242,Fabricación de otros productos químicos,2429,Fabricación de otros productos químicos  ncp,1059769.954,864603.5079
22,852787,318,UNICENTRO CALI,Formal,1,15,Elaboracion de productos alimenticios y de bebidas,158,Elaboración de otros productos alimenticios,1581,"Elaboración de cacao, chocolate y productos  de confitería",1059760.484,864589.5658
22,852787,318,UNICENTRO CALI,Formal,5,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1059839.276,864585.9732
22,852787,318,UNICENTRO CALI,Formal,2,22,Actividades de edicion e impresion y de reproduccion de grabaciones,221,Actividades de edición,2219,Otros trabajos de edición,1059920.975,864566.3692
17,852787,318,UNICENTRO CALI,Formal,7,24,Fabricacion de sustancias y productos quimicos,242,Fabricación de otros productos químicos,2423,"Fabricación de productos, farmacéuticos, sustancias químicas medicinales y productos botánicos.",1059852.474,864573.0391
22,852787,318,UNICENTRO CALI,Formal,1,22,Actividades de edicion e impresion y de reproduccion de grabaciones,221,Actividades de edición,2211,"Edición de libros, folletos, partituras y otras publicaciones",1059869.772,864576.6054
17,852787,318,UNICENTRO CALI,Formal,2,22,Actividades de edicion e impresion y de reproduccion de grabaciones,221,Actividades de edición,2219,Otros trabajos de edición,1059833.55,864559.1342
17,852787,318,UNICENTRO CALI,Formal,13,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1059843.557,864551.6749
22,852787,318,UNICENTRO CALI,Formal,5,33,"Fabricacion de instrumentos medicos, opticos y de precision y fabricacion de relojes",333,Fabricación de relojes,3320,Fabricación de instrumentos ópticos y de equipo fotográfico,1059829.028,864550.0091
17,852787,318,UNICENTRO CALI,Formal,1,22,Actividades de edicion e impresion y de reproduccion de grabaciones,221,Actividades de edición,2211,"Edición de libros, folletos, partituras y otras publicaciones",1059885.035,864535.8445
17,852787,318,UNICENTRO CALI,Formal,1,22,Actividades de edicion e impresion y de reproduccion de grabaciones,221,Actividades de edición,2219,Otros trabajos de edición,1059851.983,864527.5245
17,852809,319,CIUDAD UNIVERSITARIA,Formal,4,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1060404.052,864336.9107
22,852809,319,CIUDAD UNIVERSITARIA,Formal,4,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1060419.93,864257.8827
22,852811,319,CIUDAD UNIVERSITARIA,Formal,2,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1060582.493,864208.9023
17,852811,319,CIUDAD UNIVERSITARIA,Formal,2,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1060645.066,864210.5476
17,852812,329,URBANIZACION CIUDAD JARDIN,Formal,3,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1060755.279,864176.3838
22,852812,329,URBANIZACION CIUDAD JARDIN,Formal,3,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1060648.651,864004.2307
17,852814,330,CLUB CAÑAS GORDAS - RIO LIL?,Informal,4,28,"Fabricacion de productos elaborados de metal, excepto maquinaria y equipo",289,Fabricación de otros productos elaborados de metal y actividades de servicios relacionados con el trabajo de metales,2892,Tratamiento y revestimiento de metales; trabajos  de ingeniería mecánica en general realizados a cambio de una retribución o por contrata.,1061402.119,863621.6416
22,852814,330,CLUB CAÑAS GORDAS - RIO LIL?,Informal,4,28,"Fabricacion de productos elaborados de metal, excepto maquinaria y equipo",289,Fabricación de otros productos elaborados de metal y actividades de servicios relacionados con el trabajo de metales,2892,Tratamiento y revestimiento de metales; trabajos  de ingeniería mecánica en general realizados a cambio de una retribución o por contrata.,1061400.597,863588.2423
17,852845,319,CIUDAD UNIVERSITARIA,Formal,3,15,Elaboracion de productos alimenticios y de bebidas,152,"Elaboración de frutas, legumbres, hortalizas, aceites y grasas de origen vegetal y animal",1521,"Elaboración de alimentos compuestos principalmente  de frutas, legumbres y hortalizas",1060528.675,864766.4605
17,852845,319,CIUDAD UNIVERSITARIA,Formal,1,15,Elaboracion de productos alimenticios y de bebidas,152,"Elaboración de frutas, legumbres, hortalizas, aceites y grasas de origen vegetal y animal",1521,"Elaboración de alimentos compuestos principalmente  de frutas, legumbres y hortalizas",1060817.727,864598.8388
17,852846,318,UNICENTRO CALI,Formal,7,17,Fabricacion de productos textiles,174,Fabricación de otros productos textiles,1749,Fabricación de otros artículos textiles  ncp,1059769.446,865044.1444
17,852846,318,UNICENTRO CALI,Formal,3,19,Curtido y preparado de cueros,193,"Fabricación de artículos de viaje, bolsos de mano, y artículos similares; fabricación de artículos de talabartería y guarnicionería",1931,"Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados en cuero; fabricación de artículos de talabartería y guarnicionería",1060019.261,865014.4437
17,852846,318,UNICENTRO CALI,Formal,3,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1059820.941,864918.0106
17,852846,318,UNICENTRO CALI,Formal,2,17,Fabricacion de productos textiles,174,Fabricación de otros productos textiles,1741,"Confección de artículos con materiales textiles  no producidos en la misma unidad, excepto prendas de vestir",1059954.675,864939.902
17,852846,318,UNICENTRO CALI,Formal,4,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1059618.166,864818.032
17,852846,318,UNICENTRO CALI,Formal,4,19,Curtido y preparado de cueros,193,"Fabricación de artículos de viaje, bolsos de mano, y artículos similares; fabricación de artículos de talabartería y guarnicionería",1939,"Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados con materiales ncp",1059777.938,864820.5661
17,852846,318,UNICENTRO CALI,Formal,3,17,Fabricacion de productos textiles,174,Fabricación de otros productos textiles,1741,"Confección de artículos con materiales textiles  no producidos en la misma unidad, excepto prendas de vestir",1059731.865,864843.5641
17,852846,318,UNICENTRO CALI,Formal,7,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1059997.453,864857.8613
17,852846,318,UNICENTRO CALI,Formal,3,19,Curtido y preparado de cueros,192,Fabricación de calzado,1922,"Fabricación de calzado de materiales textiles; con cualquier tipo de suela, excepto el calzado deportivo",1059893.921,864839.7604
17,852846,318,UNICENTRO CALI,Formal,2,19,Curtido y preparado de cueros,193,"Fabricación de artículos de viaje, bolsos de mano, y artículos similares; fabricación de artículos de talabartería y guarnicionería",1939,"Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados con materiales ncp",1059853.616,864689.9698
17,852846,318,UNICENTRO CALI,Formal,3,19,Curtido y preparado de cueros,192,Fabricación de calzado,1921,"Fabricación de calzado de cuero y piel; con cualquier tipo de suela, excepto el calzado deportivo",1059941.626,864677.1381
17,852846,318,UNICENTRO CALI,Formal,2,19,Curtido y preparado de cueros,193,"Fabricación de artículos de viaje, bolsos de mano, y artículos similares; fabricación de artículos de talabartería y guarnicionería",1939,"Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados con materiales ncp",1059962.45,864715.8526
17,852846,318,UNICENTRO CALI,Formal,3,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1059921.387,864637.4603
17,852846,318,UNICENTRO CALI,Formal,2,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1059885.285,864632.2335
17,852846,318,UNICENTRO CALI,Formal,3,17,Fabricacion de productos textiles,174,Fabricación de otros productos textiles,1741,"Confección de artículos con materiales textiles  no producidos en la misma unidad, excepto prendas de vestir",1060058.944,864633.3667
17,852846,318,UNICENTRO CALI,Formal,2,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1060060.033,864594.6479
17,852895,314,MAYAPAN - LAS VEGAS,Formal,1,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1059366.92,865615.9671
17,852907,314,MAYAPAN - LAS VEGAS,Formal,3,19,Curtido y preparado de cueros,192,Fabricación de calzado,1922,"Fabricación de calzado de materiales textiles; con cualquier tipo de suela, excepto el calzado deportivo",1059749.24,866113.8905
17,852907,314,MAYAPAN - LAS VEGAS,Formal,2,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1059872.792,866193.4178
17,852907,314,MAYAPAN - LAS VEGAS,Formal,1,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1542,Elaboración de almidones y de productos derivados del almidón,1059744.987,866031.8854
17,852907,314,MAYAPAN - LAS VEGAS,Formal,3,19,Curtido y preparado de cueros,192,Fabricación de calzado,1922,"Fabricación de calzado de materiales textiles; con cualquier tipo de suela, excepto el calzado deportivo",1059775.558,865959.1685
17,852938,312,EL INGENIO,Formal,8,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1060927.303,865613.6696
17,852939,312,EL INGENIO,Formal,6,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1060655.093,865631.6466
17,852953,312,EL INGENIO,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,159,Elaboración de bebidas,1594,Elaboración de bebidas no alcohólicas; producción de aguas minerales,1060586.759,865879.6495
17,852971,312,EL INGENIO,Formal,3,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1542,Elaboración de almidones y de productos derivados del almidón,1061196.485,865965.6402
17,852972,312,EL INGENIO,Informal,3,26,Fabricacion de otros productos minerales no metalicos,269,Fabricación de productos minerales no metálicos ncp,2693,"Fabricación de productos de arcilla y cerámica  no refractarias, para uso estructural",1061120.439,866059.4026
17,853013,310,LA CIUDADELA CAMFANDI,Formal,1,19,Curtido y preparado de cueros,193,"Fabricación de artículos de viaje, bolsos de mano, y artículos similares; fabricación de artículos de talabartería y guarnicionería",1932,"Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados en materiales sintéticos, plásticos e imitaciones de cuero.",1061685.652,866066.1615
17,853064,310,LA CIUDADELA CAMFANDI,Informal,3,15,Elaboracion de productos alimenticios y de bebidas,152,"Elaboración de frutas, legumbres, hortalizas, aceites y grasas de origen vegetal y animal",1522,Elaboración de aceites y grasas de origen vegetal y animal,1061941.385,866237.7244
17,853067,310,LA CIUDADELA CAMFANDI,Formal,2,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1061659.425,866139.2469
17,853105,310,LA CIUDADELA CAMFANDI,Formal,4,15,Elaboracion de productos alimenticios y de bebidas,151,"Producción, transformación y conservación de carne y pescado",1511,"Producción, transformación y conservación de carne y derivados cárnicos",1061785.529,865907.3317
17,853105,310,LA CIUDADELA CAMFANDI,Formal,2,20,"Transformacion de la madera y fabricacion de productos de madera y de corcho, excepto muebles",202,"Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y páneles",2020,"Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y páneles",1061828.245,865907.6701
17,853105,310,LA CIUDADELA CAMFANDI,Formal,4,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1552,"Elaboración de macarrones, fideos, alcuzcuz  y productos farináceos similares",1061824.287,865920.7988
17,853130,310,LA CIUDADELA CAMFANDI,Informal,1,17,Fabricacion de productos textiles,171,Preparación e hilatura de fibras textiles,1710,Preparación e hilatura de fibras textiles.,1061793.808,865777.0679
17,853140,305,CANEY,Formal,3,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1541,Elaboración de productos de molinería,1061616.31,865718.7427
17,853141,305,CANEY,Formal,3,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1061848.952,865720.1038
17,853158,305,CANEY,Informal,3,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1541,Elaboración de productos de molinería,1061913.433,865715.1628
17,853165,305,CANEY,Informal,2,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1062024.324,865606.2671
17,853189,305,CANEY,Formal,1,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1062130.62,866370.2909
17,853200,305,CANEY,Informal,2,17,Fabricacion de productos textiles,174,Fabricación de otros productos textiles,1741,"Confección de artículos con materiales textiles  no producidos en la misma unidad, excepto prendas de vestir",1062000.659,866220.7811
17,853201,305,CANEY,Formal,3,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1061971.897,866194.0101
17,853259,301,CIUDAD CAPRI,Formal,60,29,Fabricacion de maquinaria y equipo ncp,293,Fabricación de aparatos de uso doméstico ncp,2930,Fabricación de aparatos de uso doméstico  ncp,1059180.998,866617.8104
17,853259,301,CIUDAD CAPRI,Formal,60,29,Fabricacion de maquinaria y equipo ncp,293,Fabricación de aparatos de uso doméstico ncp,2930,Fabricación de aparatos de uso doméstico  ncp,1059225.594,866611.6698
17,853259,301,CIUDAD CAPRI,Formal,60,29,Fabricacion de maquinaria y equipo ncp,293,Fabricación de aparatos de uso doméstico ncp,2930,Fabricación de aparatos de uso doméstico  ncp,1059235.888,866609.1747
17,853259,301,CIUDAD CAPRI,Formal,60,29,Fabricacion de maquinaria y equipo ncp,293,Fabricación de aparatos de uso doméstico ncp,2930,Fabricación de aparatos de uso doméstico  ncp,1059247.764,866596.8688
17,853259,301,CIUDAD CAPRI,Formal,60,29,Fabricacion de maquinaria y equipo ncp,293,Fabricación de aparatos de uso doméstico ncp,2930,Fabricación de aparatos de uso doméstico  ncp,1059178.244,866604.5509
17,853259,301,CIUDAD CAPRI,Formal,60,29,Fabricacion de maquinaria y equipo ncp,293,Fabricación de aparatos de uso doméstico ncp,2930,Fabricación de aparatos de uso doméstico  ncp,1059209.689,866595.4085
17,853259,301,CIUDAD CAPRI,Formal,60,29,Fabricacion de maquinaria y equipo ncp,293,Fabricación de aparatos de uso doméstico ncp,2930,Fabricación de aparatos de uso doméstico  ncp,1059181.815,866590.7339
17,853259,301,CIUDAD CAPRI,Formal,60,29,Fabricacion de maquinaria y equipo ncp,293,Fabricación de aparatos de uso doméstico ncp,2930,Fabricación de aparatos de uso doméstico  ncp,1059185.304,866537.8923
17,853259,301,CIUDAD CAPRI,Formal,60,29,Fabricacion de maquinaria y equipo ncp,293,Fabricación de aparatos de uso doméstico ncp,2930,Fabricación de aparatos de uso doméstico  ncp,1059205.328,866543.9986
17,853259,301,CIUDAD CAPRI,Formal,3,15,Elaboracion de productos alimenticios y de bebidas,151,"Producción, transformación y conservación de carne y pescado",1511,"Producción, transformación y conservación de carne y derivados cárnicos",1059238.79,866533.2096
17,853259,301,CIUDAD CAPRI,Formal,1,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1059251.68,866529.6385
17,853259,301,CIUDAD CAPRI,Formal,60,29,Fabricacion de maquinaria y equipo ncp,293,Fabricación de aparatos de uso doméstico ncp,2930,Fabricación de aparatos de uso doméstico  ncp,1059252.801,866529.0449
17,853259,301,CIUDAD CAPRI,Formal,60,36,Fabricacion de muebles,369,Industrias manufactureras ncp,3699,Otras industrias manufactureras ncp. ,1059217.3,866532.8164
17,853259,301,CIUDAD CAPRI,Formal,60,29,Fabricacion de maquinaria y equipo ncp,293,Fabricación de aparatos de uso doméstico ncp,2930,Fabricación de aparatos de uso doméstico  ncp,1059226.711,866524.2259
17,853259,301,CIUDAD CAPRI,Formal,5,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1059237.477,866521.0099
17,853263,301,CIUDAD CAPRI,Informal,1,17,Fabricacion de productos textiles,175,Fabricación de tejidos y artículos de punto y ganchillo,1750,Fabricación de tejidos y artículos de punto y ganchillo,1059287.786,866424.9394
17,853285,301,CIUDAD CAPRI,Informal,2,20,"Transformacion de la madera y fabricacion de productos de madera y de corcho, excepto muebles",203,Fabricación de partes y piezas de carpintería para edificios y construcciones,2030,Fabricación de partes y piezas de carpintería  para edificios y construcción,1059817.722,866663.696
17,853300,301,CIUDAD CAPRI,Formal,1,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1059195.086,866639.9916
17,853308,301,CIUDAD CAPRI,Formal,3,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1059250.347,866774.6927
17,853309,293,LOS PORTALES - NUEVO REY,Formal,1,15,Elaboracion de productos alimenticios y de bebidas,152,"Elaboración de frutas, legumbres, hortalizas, aceites y grasas de origen vegetal y animal",1522,Elaboración de aceites y grasas de origen vegetal y animal,1059360.041,867048.2514
17,853315,293,LOS PORTALES - NUEVO REY,Formal,5,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1059483.626,866994.9796
17,853327,293,LOS PORTALES - NUEVO REY,Formal,2,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1059926.729,867265.4187
17,853327,293,LOS PORTALES - NUEVO REY,Formal,17,32,"Fabricacion de equipo y aparatos de radio, television y comunicaciones",322,Fabricación de transmisores de radio y televisión y de aparatos para telefonía y telegrafía,3220,Fabricación de transmisores de radio y televisión  y de aparatos para telefonía y telegrafía,1059926.382,867220.2209
17,853327,293,LOS PORTALES - NUEVO REY,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,158,Elaboración de otros productos alimenticios,1589,Elaboración de otros productos alimenticios ncp.,1059954.576,867206.6703
17,853342,43,EL GRAN LIMONAR- CATAYA,Formal,13,15,Elaboracion de productos alimenticios y de bebidas,158,Elaboración de otros productos alimenticios,1581,"Elaboración de cacao, chocolate y productos  de confitería",1059309.543,867427.8435
17,853342,43,EL GRAN LIMONAR- CATAYA,Formal,12,15,Elaboracion de productos alimenticios y de bebidas,158,Elaboración de otros productos alimenticios,1581,"Elaboración de cacao, chocolate y productos  de confitería",1059265.906,867412.0387
17,853345,43,EL GRAN LIMONAR- CATAYA,Informal,1,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1059511.18,867448.7127
17,853348,289,EL GRAN LIMONAR,Informal,1,24,Fabricacion de sustancias y productos quimicos,242,Fabricación de otros productos químicos,2422,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas.",1059198.055,866967.4399
17,853350,43,EL GRAN LIMONAR- CATAYA,Formal,3,19,Curtido y preparado de cueros,192,Fabricación de calzado,1921,"Fabricación de calzado de cuero y piel; con cualquier tipo de suela, excepto el calzado deportivo",1059887.942,867310.6544
17,853354,42,LIMONAR - CATAYA,Formal,25,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1541,Elaboración de productos de molinería,1059949.913,867523.7241
17,853354,42,LIMONAR - CATAYA,Formal,8,15,Elaboracion de productos alimenticios y de bebidas,152,"Elaboración de frutas, legumbres, hortalizas, aceites y grasas de origen vegetal y animal",1521,"Elaboración de alimentos compuestos principalmente  de frutas, legumbres y hortalizas",1059969.964,867519.9388
17,853354,42,LIMONAR - CATAYA,Informal,2,20,"Transformacion de la madera y fabricacion de productos de madera y de corcho, excepto muebles",203,Fabricación de partes y piezas de carpintería para edificios y construcciones,2030,Fabricación de partes y piezas de carpintería  para edificios y construcción,1059917.113,867497.8485
17,853354,42,LIMONAR - CATAYA,Formal,3,15,Elaboracion de productos alimenticios y de bebidas,152,"Elaboración de frutas, legumbres, hortalizas, aceites y grasas de origen vegetal y animal",1521,"Elaboración de alimentos compuestos principalmente  de frutas, legumbres y hortalizas",1059915.831,867504.6646
17,853356,42,LIMONAR - CATAYA,Informal,4,17,Fabricacion de productos textiles,174,Fabricación de otros productos textiles,1741,"Confección de artículos con materiales textiles  no producidos en la misma unidad, excepto prendas de vestir",1059943.469,867621.9197
17,853356,42,LIMONAR - CATAYA,Formal,1,20,"Transformacion de la madera y fabricacion de productos de madera y de corcho, excepto muebles",203,Fabricación de partes y piezas de carpintería para edificios y construcciones,2030,Fabricación de partes y piezas de carpintería  para edificios y construcción,1059959.3,867629.332
17,853360,43,EL GRAN LIMONAR- CATAYA,Formal,1,20,"Transformacion de la madera y fabricacion de productos de madera y de corcho, excepto muebles",209,"Fabricación de otros productos de madera; fabricación de artículos de corcho, cestería y espartería",2090,"Fabricación de otros productos de madera; fabricación de artículos de corcho, cestería y espartería.",1059945.962,867798.5879
